species	life form	individuals	samples	samples within range	sampling probability within range	degree cells	mean pairwise distance	minimum span	northern limit	southern limit	eastern limit	western limit	minimum MAT	maximum MAT	minimum MAP	maximum MAP	raw frequency	mean abundance	median abundance	top quartile abundance	maximum abundance	abundance within range	abundance per day	IUCN status	mass (g)	mass N	mass source	female mass	female mass N	male mass	male mass N	diet 1	diet 2	diet source	home range	female range	male range	daily range	daily movement	population density	home range habitat
Boissoneaua matthewsii	bird	5	1			1			-4.3	-4.3	-79.0	-79.0					0.005525	0.005525	0.005525	0.005525	0.005525		0.020833																		
Boissonneaua flavescens	bird	4	2			1		0.00	5.0	5.0	-75.4	-75.4	13.000	13.000	2500.0	2500.0	0.013889	0.012791	0.013035	0.013035	0.015544		0.007018	LC	8.2	1	species					nectarivore	invertivore	species							
Bolborhynchus orbygnesius	bird	8	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.013746	0.013746	0.013746	0.013746	0.013746		0.040816	LC	43.1	1	species					frugivore		species							
Bombycilla cedrorum	bird	1	1			1			18.4	18.4	-94.9	-94.9	25.6	25.6	1873.0	1873.0	0.006993	0.006993	0.006993	0.006993	0.006993		0.005000	LC	30.6	1	species					invertivore	frugivore	species							
Brotogeris chiriri	bird	11	4	12	0.0000	4	9.34	22.21	-10.2	-23.8	-45.9	-56.9	22.500	24.000	1000.0	1442.0	0.009275	0.008403	0.010893	0.023580	0.032086	0.001250	0.048387	LC	61.6	1	species					frugivore		species							
Brotogeris cyanoptera	bird	1	1			1			-8.5	-8.5	-74.9	-74.9	25.700	25.700	2400.0	2400.0	0.010101	0.010101	0.010101	0.010101	0.010101		0.006173	LC	56	1	species					frugivore		species							
Brotogeris sanctithomae	bird	3	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.002269	0.002269	0.002269	0.002269	0.002269		0.000542	LC	59	1	species					frugivore		genus							
Buarremon brunneinucha	bird	1	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.007353	0.007353	0.007353	0.007353	0.007353				43.9761298888385	2	species					frugivore	invertivore	species							
Bucco capensis	bird	5	2	1	0.0000	2	11.66	12.70	7.8	-3.4	-54.9	-61.1	25.05	26.000	1631.0	1920.0	0.001352	0.001143	0.001217	0.001217	0.001637	0.000000	0.000651	LC	54	1	species					invertivore		species							
Bucco macrodactylus	bird	5	2			2	6.99	6.90	-8.5	-9.9	-67.9	-74.7	25.700	26.100	1951.0	2400.0	0.003376	0.004362	0.004658	0.004658	0.006289		0.000878		25	1	species					invertivore		species							
Buteo magnirostris	bird	3	2			1		0	-27.2	-27.2	-65.6	-65.6	18.800	18.800	1700.0	1700.0	0.000964	0.000913	0.000943	0.000943	0.001179		0.002500		269	1	species					carnivore		species							
Buthraupis montana	bird	3	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.022059	0.022059	0.022059	0.022059	0.022059			LC	87.086164228309	2	species					frugivore		species							
Butorides striata	bird	4	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.003026	0.003026	0.003026	0.003026	0.003026		0.000723	LC	203.921553544494	2	species					piscivore		species							
Butorides virescens	bird	3	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.000783	0.000783	0.000783	0.000783	0.000783				199.108010888563	2	species					carnivore		species							
Cacicus cela	bird	4	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.003026	0.003026	0.003026	0.003026	0.003026		0.000723	LC	106	1	species					omnivore		species							
Cacicus chrysonotus	bird	1	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.007353	0.007353	0.007353	0.007353	0.007353			LC								frugivore	invertivore	species							
Cacicus haemorrhous	bird	12	2	2	0.0000	2	4.89	5.41	-18.7	-22.9	-48.5	-52.2	21.000	22.5	1200.0	1550.0	0.005722	0.007385	0.010858	0.010858	0.018817	0.002161	0.012281	LC	102	1	species					frugivore		species							
Cacicus solitarius	bird	8	2			1		0.00	-19.6	-19.6	-56.9	-56.9			1000.0	1000.0	0.022099	0.019149	0.022490	0.022490	0.034286		0.032258	LC	86.8	1	species					omnivore		species							
Cacicus uropygialis	bird	2	2	5	0.0000	2	4.07	4.37	10.4	9.2	-79.7	-84.0	26.000	27.000	2750.0	4260.0	0.001422	0.001566	0.001724	0.001724	0.002445	0.000000	0.001471	LC	69.3	1	species					frugivore	invertivore	species							
Callipepla californica	bird	13	1			1			-33.4	-33.4	-70.5	-70.5	14.800	14.800	434.0	434.0	0.067358	0.067358	0.067358	0.067358	0.067358		0.118182	LC	167.58878244083	2	species					granivore		species							
Campephilus haematogaster	bird	2	1			1			9.2	9.2	-79.7	-79.7	27.000	27.000	2750.0	2750.0	0.004796	0.004796	0.004796	0.004796	0.004796		0.012500	LC	237	1	species					invertivore		species							
Campephilus melanoleucos	bird	3	3	9	0.0000	3	15.34	22.32	-9.9	-19.6	-48.5	-67.9	22.5	26.100	1000.0	1951.0	0.001605	0.002265	0.002688	0.004201	0.005714	0.000000	0.000482	LC	256	1	species					invertivore		species							
Camptostoma imberbe	bird	14	2	1	0.0000	2	7.26	6.84	20.4	13.7	-85.8	-86.9	24.400	25.500	1505.0	2274.0	0.005072	0.004503	0.004549	0.004549	0.005192	0.004792	0.060185	LC	7.4	1	species					invertivore		species							
Camptostoma obsoletum	bird	42	8	52	0.0769	7	23.86	59.98	10.7	-23.8	-45.9	-79.1	20.7	27.300	430.0	1552.0	0.010822	0.009426	0.010127	0.016406	0.075188	0.001219	0.015224	LC	8.1	1	species					frugivore	invertivore	species							
Campylopterus curvipennis	bird	9	3	5	0.0000	3	1.53	2.02	17.6	15.8	-88.5	-89.1	26.25	27.000	1500.0	3500.0	0.001896	0.002779	0.008065	0.009134	0.010204	0.003987	0.009259	LC	6	1	species					nectarivore	invertivore	genus							
Campylopterus falcatus	bird	6	1			1			10.4	10.4	-67.7	-67.7	15.500	15.500	1700.0	1700.0	0.016216	0.016216	0.016216	0.016216	0.016216		0.040000	LC	7.2	1	species					nectarivore	invertivore	species							
Campylopterus hemileucurus	bird	10	6	21	0.1429	4	6.06	14.05	16.5	9.6	-81.7	-92.7	13.250	26.85	1993.0	3035.0	0.007072	0.009522	0.012327	0.013355	0.025000	0.000648	0.025253	LC	11	1	species					nectarivore		species							
Campylopterus largipennis	bird	24	4	1	0.0000	3	8.63	15.53	7.8	-3.4	-52.6	-61.1	25.05	26.000	1631.0	2115.0	0.004788	0.004306	0.004404	0.005879	0.006140	0.000000	0.002679	LC	8.3	1	species					nectarivore		species							
Campyloramphus pusillus	bird	4	2			1		0.00	4.7	4.7	-75.6	-75.6	16.800	16.800	2630.0	2630.0	0.029630	0.029814	0.030000	0.030000	0.033333		0.025000																		
Campylorhamphus procurvoides	bird	9	3	12	0.0000	3	17.09	29.88	7.8	-3.4	-54.9	-76.2	25.000	26.000	1631.0	3100.0	0.002215	0.002204	0.002456	0.003960	0.005464	0.000931	0.001736	LC	33.5	1	species					invertivore		species							
Campylorhamphus trochilirostris	bird	30	11	28	0.2500	8	15.97	44.89	10.7	-19.6	-56.9	-76.2	15.500	27.300	430.0	3100.0	0.004001	0.006993	0.010695	0.018035	0.034286	0.001390	0.003989	LC	40.8	1	species					invertivore		species							
Campylorhynchus fasciatus	bird	8	2			2	3.00	3.12	-4.3	-7.4	-78.8	-79.0	15.45	15.45	895.0	895.0	0.005380	0.005337	0.005953	0.005953	0.008591		0.018349	LC	30	1	species					invertivore		genus							
Campylorhynchus rufinucha	bird	4	1			1			14.3	14.3	-90.8	-90.8	25.000	25.000	2000.0	2000.0	0.015504	0.015504	0.015504	0.015504	0.015504			LC	31	1	species					invertivore		species							
Campylorhynchus turdinus	bird	13	2			1		0.00	-19.6	-19.6	-56.9	-56.9			1000.0	1000.0	0.035912	0.034962	0.036226	0.036226	0.045714		0.052419	LC	32.6	1	species					invertivore		species							
Campylorhynchus zonatus	bird	4	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.001044	0.001044	0.001044	0.001044	0.001044			LC	34.6	1	species					invertivore		genus							
Cantorchilus leucotis	bird	24	4	12	0.0833	4	19.60	30.77	-8.5	-18.7	-45.9	-74.9	22.500	26.100	1442.0	2400.0	0.009820	0.008822	0.008356	0.026253	0.040404	0.003842	0.003353									invertivore		species							
Cantorchilus longirostris	bird	5	2			1		0	-23.2	-23.2	-44.2	-44.2	23.000	23.000	1700.0	1700.0	0.008666	0.006933	0.008639	0.008639	0.013793		0.009107									invertivore		species							
Capito auratus	bird	2	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.001513	0.001513	0.001513	0.001513	0.001513		0.000362	LC								omnivore		species							
Capito niger	bird	4	3	2	0.0000	3	13.60	25.03	7.8	-0.9	-52.6	-71.0	24.000	26.000	1631.0	3500.0	0.001089	0.001381	0.001144	0.003381	0.005618	0.000000	0.006944	LC	59.4461566901007	3	species					invertivore	frugivore	species							
Caprimulgus cayennensis	bird	18	1			1			10.4	10.4	-64.2	-64.2	26.35	26.35	436.0	436.0	0.005486	0.005486	0.005486	0.005486	0.005486		0.022727		35.5	1	species					invertivore		genus							
Caprimulgus longirostris	bird	3	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.021127	0.021127	0.021127	0.021127	0.021127				45.6	1	species					invertivore		species							
Caprimulgus maculicaudus	bird	2	1			1			-14.7	-14.7	-66.8	-66.8					0.015748	0.015748	0.015748	0.015748	0.015748		0.043478		30.3	1	species					invertivore		species							
Caprimulgus parvulus	bird	8	2	4	0.0000	2	9.80	11.59	-15.6	-23.8	-47.6	-56.3	20.7	22.55	1291.0	1552.0	0.008089	0.008737	0.016341	0.016341	0.030151	0.002064			37	1	species					invertivore		genus							
Caprimulgus rufus	bird	1	1			1			-17.0	-17.0	-45.9	-45.9	22.500	22.500	1442.0	1442.0	0.001536	0.001536	0.001536	0.001536	0.001536				94.2	1	species					invertivore		species							
Capsiempis flaveola	bird	21	7	53	0.0755	4	25.86	51.46	13.7	-17.0	-45.9	-85.8	18.500	27.000	1442.0	2500.0	0.007256	0.005907	0.003906	0.016621	0.023810	0.000522	0.181818	LC	7.7	1	species					invertivore		species							
Cardellina canadensis	bird	7	3	5	0.0000	2	5.37	6.62	15.8	10.3	-84.8	-88.5	18.500	26.600	2500.0	3500.0	0.001413	0.001882	0.001905	0.002630	0.003356	0.000000										invertivore		genus							
Cardellina pusilla	bird	16	4	23	0.0435	3	8.98	16.95	20.1	10.3	-84.8	-98.4	16.85	26.600	1107.0	3500.0	0.003020	0.004292	0.006099	0.014369	0.020349	0.000224	0.027344									invertivore		species							
Cardinalis cardinalis	bird	8	1			1			20.4	20.4	-86.9	-86.9	25.500	25.500	1505.0	1505.0	0.003195	0.003195	0.003195	0.003195	0.003195		0.037037	LC	43.5	1	species					invertivore		species							
Cardinalis phoenicius	bird	70	1			1			10.7	10.7	-63.7	-63.7	27.300	27.300	430.0	430.0	0.050505	0.050505	0.050505	0.050505	0.050505		0.243056									invertivore		genus							
Carduelis barbata	bird	1	1			1			-33.4	-33.4	-70.5	-70.5	14.800	14.800	434.0	434.0	0.005181	0.005181	0.005181	0.005181	0.005181		0.009091	LC	15.5	1	species					granivore		genus							
Carduelis barbatus	bird	99	1			1			-35.4	-35.4	-72.3	-72.3	13.35	13.35	481.0	481.0	0.044375	0.044375	0.044375	0.044375	0.044375		0.045833									granivore		species							
Carduelis crassirostris	bird	1	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.007042	0.007042	0.007042	0.007042	0.007042			LC								frugivore		species							
Carduelis magellanicus	bird	5	1			1			-21.8	-21.8	-46.6	-46.6	19.5	19.5	1500.0	1500.0	0.009785	0.009785	0.009785	0.009785	0.009785		0.013928									granivore		species							
Carduelis psaltria	bird	2	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.014706	0.014706	0.014706	0.014706	0.014706			LC	8.77211491032807	2	species					nectarivore		species							
Caryothraustes poliogaster	bird	9	4	14	0.1429	3	7.16	13.26	17.1	10.4	-84.0	-95.1	24.400	28.4	1050.0	4260.0	0.004795	0.005941	0.006316	0.008969	0.010638	0.000674	0.003175	LC	41.8	1	species					frugivore	invertivore	species							
Casiornis rufa	bird	41	5	12	0.1667	5	8.39	23.33	-14.1	-23.8	-45.9	-60.9	20.5	25.500	1200.0	1450.0	0.012272	0.015489	0.015075	0.026114	0.071429	0.003214			24.8	1	species					invertivore		species							
Casiornis rufus	bird	1	1			1			-18.7	-18.7	-48.5	-48.5	22.5	22.5	1550.0	1550.0	0.002688	0.002688	0.002688	0.002688	0.002688		0.001754	LC								invertivore		species							
Catamblyrhynchus diadema	bird	12	2			2	3.00	3.12	-4.3	-7.4	-78.8	-79.0	15.45	15.45	895.0	895.0	0.008070	0.006162	0.007243	0.007243	0.011050		0.027523	LC	14.9	1	species					invertivore		species							
Catamenia analis	bird	9	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.015464	0.015464	0.015464	0.015464	0.015464		0.045918	LC	12	1	species					frugivore		species							
Catamenia homochroa	bird	2	2	4	0.0000	2	9.49	9.97	5.0	-4.3	-75.4	-79.0	13.000	13.000	2500.0	2500.0	0.001821	0.002393	0.003143	0.003143	0.005181	0.000000	0.003810	LC	12.2	1	species					invertivore	frugivore	species							
Catamenia inornata	bird	7	3	6	0.0000	3	13.47	21.76	4.6	-14.1	-73.0	-79.0	11.7	13.6	677.0	1861.0	0.005917	0.006589	0.007353	0.021282	0.035211	0.000000	0.004167	LC	13.4	1	species					frugivore		species							
Catharus aurantiirostris	bird	129	6	20	0.1500	3	11.76	19.95	15.3	4.7	-75.6	-92.7	16.800	26.85	1993.0	2630.0	0.050292	0.024106	0.016183	0.050822	0.121905	0.017222	0.028777	LC	29.8	1	species					invertivore	frugivore	species							
Catharus dryas	bird	4	1			1			15.3	15.3	-90.2	-90.2					0.051282	0.051282	0.051282	0.051282	0.051282			LC	37.7	1	species					invertivore	frugivore	genus							
Catharus frantzii	bird	27	2			1		0	9.6	9.6	-81.7	-81.7	13.250	13.250	2550.0	2550.0	0.177632	0.167705	0.181250	0.181250	0.250000			LC	28.9	1	species					invertivore	frugivore	genus							
Catharus fuscater	bird	18	3	11	0.0909	3	11.86	18.79	10.3	-7.4	-78.8	-84.8	15.45	18.500	895.0	2500.0	0.009156	0.009130	0.008840	0.009575	0.010309	0.003228	0.032110	LC	33.7	1	species					invertivore	frugivore	genus							
Catharus fuscescens	bird	5	3	51	0.0196	3	30.38	48.08	15.8	-10.2	-48.2	-88.5	24.000	26.600	1300.0	4260.0	0.001004	0.001740	0.001003	0.010569	0.020134	0.000041	0.000833	LC	31.9	1	species					frugivore		species							
Catharus guttatus	bird	2	1			1			20.1	20.1	-98.4	-98.4	16.85	16.85	1107.0	1107.0	0.005814	0.005814	0.005814	0.005814	0.005814		0.007812	LC	30.1	1	species					invertivore		species							
Catharus maximus	bird	7	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.008009	0.008009	0.008009	0.008009	0.008009	0.006865										invertivore	frugivore	genus							
Catharus mexicanus	bird	1	1			1			10.3	10.3	-84.8	-84.8	18.500	18.500	2500.0	2500.0	0.001905	0.001905	0.001905	0.001905	0.001905			LC	33	1	species					invertivore	frugivore	genus							
Catharus minimus	bird	16	7	40	0.1250	5	17.26	43.09	15.8	-3.4	-54.9	-88.5	25.000	27.000	1920.0	4260.0	0.002022	0.002370	0.004012	0.004843	0.007849	0.000768	0.003372	LC	32.6	1	species					invertivore	frugivore	species							
Catharus mustelinus	bird	1	1			1			15.3	15.3	-92.7	-92.7	26.85	26.85	1993.0	1993.0	0.005917	0.005917	0.005917	0.005917	0.005917		0.020833									invertivore	frugivore	genus							
Catharus occidentalis	bird	40	1			1			20.1	20.1	-98.4	-98.4	16.85	16.85	1107.0	1107.0	0.116279	0.116279	0.116279	0.116279	0.116279		0.156250	LC	26.2	1	species					invertivore	frugivore	genus							
Catharus ustulatus	bird	323	19	58	0.2759	11	15.56	60.47	18.4	-27.2	-65.6	-94.9	16.800	27.000	1700.0	4260.0	0.024537	0.015364	0.020089	0.035184	0.186916	0.015707	0.034573	LC	30.3	1	species					invertivore	frugivore	species							
Celeus flavescens	bird	16	3	5	0.0000	3	6.19	11.67	-17.0	-23.6	-45.9	-52.2	18.000	22.500	1200.0	1442.0	0.005384	0.003775	0.005034	0.005995	0.006957	0.003904	0.021429	LC	139	1	species					invertivore		species							
Celeus lugubris	bird	3	1			1			-19.6	-19.6	-56.9	-56.9			1000.0	1000.0	0.017143	0.017143	0.017143	0.017143	0.017143		0.024194	LC	137	1	species					invertivore		species							
Celeus spectabilis	bird	2	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.001513	0.001513	0.001513	0.001513	0.001513		0.000362	LC	114	1	species					invertivore		genus							
Ceratopipra erythrocephala	bird	3	1			1			-0.6	-0.6	-76.2	-76.2	25.000	25.000	3100.0	3100.0	0.008197	0.008197	0.008197	0.008197	0.008197		0.015625									frugivore		genus							
Ceratopipra rubrocapilla	bird	2	1			1			-9.8	-9.8	-67.7	-67.7	26.000	26.000	1875.0	1875.0	0.019608	0.019608	0.019608	0.019608	0.019608		0.025000									frugivore		species							
Cercomacra cinerascens	bird	1	1			1			-3.4	-3.4	-54.9	-54.9	25.05	25.05	1920.0	1920.0	0.000797	0.000797	0.000797	0.000797	0.000797		0.000651	LC	14.3	1	species					invertivore		species							
Cercomacra cinerescens	bird	1	1			1			-0.6	-0.6	-76.2	-76.2	25.000	25.000	3100.0	3100.0	0.002732	0.002732	0.002732	0.002732	0.002732		0.005208									invertivore		genus							
Cercomacra laeta	bird	1	1			1			-7.0	-7.0	-35.0	-35.0	25.000	25.000	1875.0	1875.0	0.012195	0.012195	0.012195	0.012195	0.012195		0.006250	LC								invertivore		genus							
Cercomacra nigrescens	bird	6	4	2	1.0000	3	10.90	17.19	-3.0	-14.1	-50.0	-60.9	25.05	25.500	1450.0	1920.0	0.001884	0.001852	0.002031	0.003854	0.004687	0.000903	0.000917	LC	16.5	1	species					invertivore		species							
Cercomacra tyrannina	bird	84	8	42	0.1190	7	18.04	53.25	16.5	-2.1	-52.6	-89.1	24.000	27.000	1631.0	3500.0	0.016422	0.015062	0.018033	0.023801	0.039326	0.003352	0.017606	LC	16.3	1	species					invertivore		species							
Certhia americana	bird	1	1			1			20.1	20.1	-98.4	-98.4	16.85	16.85	1107.0	1107.0	0.002907	0.002907	0.002907	0.002907	0.002907		0.003906	LC	8.1	1	species					invertivore		species							
Certhiasomus stictolaemus	bird	11	2	3	0.0000	2	15.18	16.09	-2.4	-8.5	-59.7	-74.7	25.700	26.700	2400.0	2500.0	0.013977	0.015503	0.015803	0.015803	0.018868	0.003546	0.007304	LC																	
Chaetocercus mulsant	bird	5	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.008591	0.008591	0.008591	0.008591	0.008591		0.025510	LC	3.9	1	species					nectarivore	invertivore	species							
Chaetura brachyura	bird	1	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.000756	0.000756	0.000756	0.000756	0.000756		0.000181	LC	18.3	1	species					invertivore		species							
Chaetura meridionalis	bird	1	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.000756	0.000756	0.000756	0.000756	0.000756		0.000181	LC								invertivore		species							
Chaetura pelagica	bird	1	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.000261	0.000261	0.000261	0.000261	0.000261			NT	23.6	1	species					invertivore		species							
Chalcostigma herrani	bird	4	1			1			-4.3	-4.3	-79.0	-79.0					0.004420	0.004420	0.004420	0.004420	0.004420		0.016667	LC	5.8	1	species					nectarivore	invertivore	genus							
Chalcostigma ruficeps	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167	LC	3.4	1	species					nectarivore	invertivore	species							
Chalybura buffonii	bird	3	2	3	0.0000	2	11.88	11.95	10.2	9.0	-67.5	-79.6	15.500	27.000	1700.0	2000.0	0.008065	0.007767	0.007843	0.007843	0.008929	0.000000	0.010417	LC	7.1	1	species					nectarivore	invertivore	species							
Chalybura urochrysia	bird	23	4			2	3.16	3.70	13.7	10.4	-84.0	-85.8	24.400	26.000	2274.0	4260.0	0.009446	0.004799	0.003637	0.011382	0.018054		0.008750	LC	6.8	1	species					nectarivore	invertivore	species							
Chamaeza campanisona	bird	19	5	28	0.0357	4	22.28	44.03	10.4	-23.7	-44.2	-67.6	19.3	25.6	876.0	1700.0	0.006365	0.008903	0.017241	0.027875	0.042553	0.000059	0.017641	LC	90.5831662065309	2	species					invertivore		species							
Chamaeza turdina	bird	2	1			1			10.4	10.4	-67.7	-67.7	15.500	15.500	1700.0	1700.0	0.005405	0.005405	0.005405	0.005405	0.005405		0.013333	LC								invertivore		genus							
Charadrius semipalmatus	bird	1	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.000261	0.000261	0.000261	0.000261	0.000261			LC	47.4	1	species														
Charitospiza eucosma	bird	2	1			1			-15.6	-15.6	-47.6	-47.6	20.7	20.7	1552.0	1552.0	0.002532	0.002532	0.002532	0.002532	0.002532			NT																	
Chelidoptera tenebrosa	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	35.9	1	species					invertivore		species							
Chiroxiphia caudata	bird	154	6	10	0.3000	4	7.95	17.38	-14.5	-23.7	-39.1	-52.2	18.000	24.000	1200.0	2000.0	0.040892	0.036630	0.054267	0.079707	0.119497	0.013067	0.125107	LC	25.6	1	species					frugivore		species							
Chiroxiphia lanceolata	bird	26	4	4	0.2500	3	9.89	15.24	10.4	9.0	-64.2	-79.6	15.500	27.000	436.0	2000.0	0.006636	0.010516	0.013609	0.036181	0.049107	0.001070	0.014862	LC	18.5	1	species					frugivore		species							
Chiroxiphia linearis	bird	253	4	8	0.1250	2	7.70	9.30	15.3	10.3	-84.8	-92.7	18.500	26.85	1993.0	2500.0	0.143019	0.078042	0.131697	0.204422	0.220952	0.055382	0.041667	LC	17	1	species					frugivore		genus							
Chiroxiphia pareola	bird	44	8	13	0.4615	4	21.51	41.86	-0.6	-7.0	-35.0	-76.2	25.000	26.350	1875.0	3100.0	0.029158	0.020784	0.014819	0.077126	0.135922	0.007584	0.033033	LC	16.3	1	species					frugivore		species							
Chlorestes notata	bird	2	2	1	0.0000	1		0.09	-6.7	-6.8	-35.1	-35.1	25.000	25.000	1875.0	1875.0	0.007968	0.008099	0.008233	0.008233	0.009709	0.000000	0.006250									nectarivore		species							
Chloroceryle aenae	bird	3	1			1			7.8	7.8	-61.1	-61.1	26.000	26.000	1631.0	1631.0	0.001228	0.001228	0.001228	0.001228	0.001228											carnivore	piscivore	genus							
